ID,TimeStamp,CountryCode,TweetType,Size,LikeCount,RetweetCount
1130421509850374146,Mon May 20 11:34:24 WEST 2019,,isRetweet,142,0,4
1130421481513586688,Mon May 20 11:34:18 WEST 2019,,isRetweet,140,0,11
1130420694133743617,Mon May 20 11:31:10 WEST 2019,,isRetweet,134,0,1
1130420622893436928,Mon May 20 11:30:53 WEST 2019,,isRetweet,140,0,6
1130419080844980224,Mon May 20 11:24:45 WEST 2019,,isRetweet,104,0,3
1130418428467142657,Mon May 20 11:22:10 WEST 2019,,isRetweet,140,0,6
1130418417578729472,Mon May 20 11:22:07 WEST 2019,,isRetweet,140,0,8
1130418386587070464,Mon May 20 11:22:00 WEST 2019,,isRetweet,104,0,3
1130418087130521601,Mon May 20 11:20:48 WEST 2019,,isRetweet,140,0,14
1130416864209887232,Mon May 20 11:15:57 WEST 2019,,isRetweet,140,0,6
1130415447004844032,Mon May 20 11:10:19 WEST 2019,,isRetweet,140,0,13
1130414614724993029,Mon May 20 11:07:00 WEST 2019,,isRetweet,140,0,6
1130414510093885440,Mon May 20 11:06:35 WEST 2019,,isRetweet,140,0,6
1130413872467324929,Mon May 20 11:04:03 WEST 2019,,isRetweet,140,0,6
1130413733119971328,Mon May 20 11:03:30 WEST 2019,,isRetweet,140,0,6
1130412367265841152,Mon May 20 10:58:05 WEST 2019,,isRetweet,140,0,2
1130411943364321280,Mon May 20 10:56:23 WEST 2019,,isRetweet,142,0,4
1130411899739353088,Mon May 20 10:56:13 WEST 2019,,isRetweet,140,0,15
